# NMDC submission-schema env-triad value sets, vendored for the term validator
# (nmdc_ingest_agent.validators.valuesets). Do not hand-edit: regenerate with
#   uv run --with nmdc-submission-schema python -m nmdc_ingest_agent.validators.generate_valuesets
# nmdc_submission_schema_version: 11.24.0
# generated: 2026-09-21
interface	slot	enum	curie	label	text
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001511	freshwater ice	freshwater ice [ENVO:01001511]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000004	glacial ice	glacial ice [ENVO:03000004]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001004	groundwater	groundwater [ENVO:01001004]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000847	hair ice	hair ice [ENVO:01000847]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001039	highly saline water	highly saline water [ENVO:01001039]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000134	hydrothermal fluid	hydrothermal fluid [ENVO:01000134]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001018	hypereutrophic water	hypereutrophic water [ENVO:01001018]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002012	hypersaline water	hypersaline water [ENVO:00002012]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001064	hypoxic water	hypoxic water [ENVO:01001064]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001516	ice cave congelation ice	ice cave congelation ice [ENVO:01001516]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000964	industrial wastewater	industrial wastewater [ENVO:01000964]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03600009	interstitial water	interstitial water [ENVO:03600009]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:04000007	lake water	lake water [ENVO:04000007]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002141	leachate	leachate [ENVO:00002141]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002006	liquid water	liquid water [ENVO:00002006]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03600042	marine lake water	marine lake water [ENVO:03600042]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000158	marine snow	marine snow [ENVO:01000158]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000722	meltwater	meltwater [ENVO:01000722]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002225	mesotrophic water	mesotrophic water [ENVO:00002225]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001038	moderately saline water	moderately saline water [ENVO:01001038]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00005793	muddy water	muddy water [ENVO:00005793]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000073	multiyear ice	multiyear ice [ENVO:03000073]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000063	new ice	new ice [ENVO:03000063]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002194	oil field production water	oil field production water [ENVO:00002194]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002223	oligotrophic water	oligotrophic water [ENVO:00002223]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001063	oxic water	oxic water [ENVO:01001063]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001513	permafrost congelation ice	permafrost congelation ice [ENVO:01001513]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002228	pond water	pond water [ENVO:00002228]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000027	powdery snow	powdery snow [ENVO:03000027]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002193	pulp-bleaching waste water	pulp-bleaching waste water [ENVO:00002193]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000600	rainwater	rainwater [ENVO:01000600]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:06105238	residual water in soil	residual water in soil [ENVO:06105238]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000599	river water	river water [ENVO:01000599]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:06105211	runoff	runoff [ENVO:06105211]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001270	rural stormwater	rural stormwater [ENVO:01001270]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001257	saline shrimp pond water	saline shrimp pond water [ENVO:01001257]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002010	saline water	saline water [ENVO:00002010]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002200	sea ice	sea ice [ENVO:00002200]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002149	sea water	sea water [ENVO:00002149]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000072	second year ice	second year ice [ENVO:03000072]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002018	sewage	sewage [ENVO:00002018]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000075	shuga	shuga [ENVO:03000075]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03000108	slab snow	slab snow [ENVO:03000108]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001037	slightly saline water	slightly saline water [ENVO:01001037]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000406	snow	snow [ENVO:01000406]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03600065	spring water	spring water [ENVO:03600065]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03501370	stagnant water	stagnant water [ENVO:03501370]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00005791	sterile water	sterile water [ENVO:00005791]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001267	stormwater	stormwater [ENVO:01001267]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:03605006	stream water	stream water [ENVO:03605006]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:02000145	subterranean lake	subterranean lake [ENVO:02000145]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002042	surface water	surface water [ENVO:00002042]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00003096	tap water	tap water [ENVO:00003096]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:06105268	treated wastewater	treated wastewater [ENVO:06105268]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00005792	underground water	underground water [ENVO:00005792]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001268	urban stormwater	urban stormwater [ENVO:01001268]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:00002001	waste water	waste water [ENVO:00002001]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01000277	water ice	water ice [ENVO:01000277]
WaterInterface	env_medium	EnvMediumWaterEnum	ENVO:01001557	water-body-derived ice	water-body-derived ice [ENVO:01001557]
