sample_type	area_type	hab1	hab2	hab3	hab_depth	env_broad_curie	env_broad_label	env_local_curie	env_local_label	env_medium_curie	env_medium_label	curation_status	notes
Soil	Subterranean	Urban			1	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Subterranean	Urban	Archeological		2	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Subterranean	Urban	Potential pollution		2	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Subterranean	Urban	Potential pollution	Below detection limit	3	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Subterranean	Urban	Potential pollution	Oil pollution	3	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Subterranean	Urban	Potential pollution	Pollution	3	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Subterranean	Urban	Potential pollution	Trace pollution	3	ENVO:01000249	urban biome	ENVO:00000067	cave	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Subterranean Urban).
Soil	Urban	Greenspaces			1	ENVO:01000249	urban biome	ENVO:00000562	park	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Urban Greenspaces).
Soil	Urban	Greenspaces	Other		2	ENVO:01000249	urban biome	ENVO:00000562	park	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Urban Greenspaces).
Soil	Urban	Greenspaces	Parks		2	ENVO:01000249	urban biome	ENVO:00000562	park	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Urban Greenspaces).
Soil	Urban	Industrial			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00001998	soil	refined	Urban industrial soil; no hab2 -> env_local sentinel. Not present in L1.
Soil	Urban	Landfill			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000533	landfill	ENVO:00001998	soil	refined	Urban landfill; landfill/anthropogenic terrestrial biome runoak-validated. Not present in L1.
Soil	Urban	Other			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00001998	soil	carried_l1	'Other' is intentionally non-specific; env_local sentinel kept (carried from L1).
Soil	Urban	Roadside			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:01000447	roadside	ENVO:00001998	soil	carried_l1	Inherited hab1-level triple from L1 (Soil Urban Roadside).
Water	Natural	Saltwater			1	ENVO:00000447	marine biome	ENVO:00000485	sea shore	ENVO:00002006	liquid water	carried_l1	Inherited hab1-level triple from L1 (Water Natural Saltwater).
Water	Natural	Saltwater	Fjords		2	ENVO:00000447	marine biome	ENVO:00000485	sea shore	ENVO:00002006	liquid water	carried_l1	Inherited hab1-level triple from L1 (Water Natural Saltwater).
Water	Natural	Saltwater	Harbours		2	ENVO:00000447	marine biome	ENVO:00000485	sea shore	ENVO:00002006	liquid water	carried_l1	Inherited hab1-level triple from L1 (Water Natural Saltwater).
Water	Subterranean	Freshwater	Groundwater		2	ENVO:00000000		ENVO:00000000		ENVO:01001004	groundwater	carried_l1	hab2 Groundwater: corrects L1 'cave' (groundwater/aquifer fail the env_local anchor -> refuse); env_medium refined to groundwater (runoak-validated).
Water	Subterranean	Freshwater	Groundwater	No pollution	3	ENVO:00000000		ENVO:00000000		ENVO:01001004	groundwater	carried_l1	hab2 Groundwater: corrects L1 'cave' (groundwater/aquifer fail the env_local anchor -> refuse); env_medium refined to groundwater (runoak-validated).
Water	Subterranean	Freshwater	Groundwater	Polluted	3	ENVO:00000000		ENVO:00000000		ENVO:01001004	groundwater	carried_l1	hab2 Groundwater: corrects L1 'cave' (groundwater/aquifer fail the env_local anchor -> refuse); env_medium refined to groundwater (runoak-validated).
Water	Subterranean	Freshwater	Groundwater	Pollution results unknown	3	ENVO:00000000		ENVO:00000000		ENVO:01001004	groundwater	carried_l1	hab2 Groundwater: corrects L1 'cave' (groundwater/aquifer fail the env_local anchor -> refuse); env_medium refined to groundwater (runoak-validated).
Water	Subterranean	Freshwater	Groundwater	Potential pollution	3	ENVO:00000000		ENVO:00000000		ENVO:01001004	groundwater	carried_l1	hab2 Groundwater: corrects L1 'cave' (groundwater/aquifer fail the env_local anchor -> refuse); env_medium refined to groundwater (runoak-validated).
Water	Urban	Biogas			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:01000556	biogas	carried_l1	Inherited hab1-level triple from L1 (Water Urban Biogas).
Water	Urban	Biogas	Biogas manure		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:01000556	biogas	carried_l1	Inherited hab1-level triple from L1 (Water Urban Biogas).
Water	Urban	Biogas	Biogas sludge		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:01000556	biogas	carried_l1	Inherited hab1-level triple from L1 (Water Urban Biogas).
Water	Urban	Biogas	Biogas unknown		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:01000556	biogas	carried_l1	Inherited hab1-level triple from L1 (Water Urban Biogas).
Water	Urban	Drinking water			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Drinking water	Tap water		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Drinking water	Waterworks stage		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Drinking water	Waterworks stage	Filtered water	3	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Drinking water	Waterworks stage	Sandfilter	3	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Drinking water	Waterworks stage	Treated water	3	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Drinking water	Waterworks stage	Uncleaned/raw water	3	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00003064	drinking water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Drinking water).
Water	Urban	Landfill			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000533	landfill	ENVO:00002141	leachate	refined	hab2 Leachate -> leachate medium; landfill local. All runoak-validated. Not present in L1.
Water	Urban	Landfill	Leachate		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000533	landfill	ENVO:00002141	leachate	refined	hab2 Leachate -> leachate medium; landfill local. All runoak-validated. Not present in L1.
Water	Urban	Other			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00002006	liquid water	refined	'Other' urban water; env_local sentinel. Not present in L1.
Water	Urban	Sandfilter			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00000000		ENVO:00002006	liquid water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Sandfilter).
Water	Urban	Wastewater			1	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00002043	wastewater treatment plant	ENVO:00002001	waste water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Wastewater).
Water	Urban	Wastewater	Activated sludge		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00002043	wastewater treatment plant	ENVO:00002001	waste water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Wastewater).
Water	Urban	Wastewater	Influent		2	ENVO:01000219	anthropogenic terrestrial biome	ENVO:00002043	wastewater treatment plant	ENVO:00002001	waste water	carried_l1	Inherited hab1-level triple from L1 (Water Urban Wastewater).
